Chemin,Nom,Taille (Mo),Modifié,Âge (jours),Catégorie
C:\Users\PROBOOK 650 G3\Musique\Nouveau dossier\TVアニメ_WIND_BREAKER_Season_2_ノンクレジットオープニン.m4a,TVアニメ_WIND_BREAKER_Season_2_ノンクレジットオープニン.m4a,1.39,2025-04-22 01:06:00,437,📂 AUTRE
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\Poppin'Party「Drive_Your_Heart」（TVアニメ「カードファイト!!_ヴァンガード_Divinez_デラックス決勝編」ED映像）.mp3,Poppin'Party「Drive_Your_Heart」（TVアニメ「カードファイト!!_ヴァンガード_Divinez_デラックス決勝編」ED映像）.mp3,1.39,2025-11-09 21:23:15,235,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\TVアニメ_WIND_BREAKER_Season_2_ノンクレジットエンディン.m4a,TVアニメ_WIND_BREAKER_Season_2_ノンクレジットエンディン.m4a,1.39,2025-05-10 01:30:37,419,📂 AUTRE
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\TVアニメ_WIND_BREAKER_Season_2_ノンクレジットオープニン (1).m4a,TVアニメ_WIND_BREAKER_Season_2_ノンクレジットオープニン (1).m4a,1.39,2025-05-10 01:30:37,419,📂 AUTRE
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\TVアニメ_WIND_BREAKER_Season_2_ノンクレジットオープニン.m4a,TVアニメ_WIND_BREAKER_Season_2_ノンクレジットオープニン.m4a,1.39,2025-04-22 01:06:00,437,📂 AUTRE
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 14 mai 2026, 03_25_07.png","ChatGPT Image 14 mai 2026, 03_25_07.png",1.38,2026-05-14 03:25:11,50,🖼️ IMAGE
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 14 mai 2026, 03_25_07.png","ChatGPT Image 14 mai 2026, 03_25_07.png",1.38,2026-05-14 03:25:11,50,🖼️ IMAGE
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 11 juin 2026, 23_56_56.png","ChatGPT Image 11 juin 2026, 23_56_56.png",1.37,2026-06-11 23:57:21,21,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-1773977642122456-1.log,Log-1773977642122456-1.log,1.37,2026-03-20 06:01:42,105,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-17805679851948-1.log,Log-17805679851948-1.log,1.37,2026-06-04 11:23:20,29,🗑️ CACHE
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 11 juin 2026, 23_56_56.png","ChatGPT Image 11 juin 2026, 23_56_56.png",1.37,2026-06-11 23:57:21,21,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\c98ed3e4-154a-47ba-85f2-8f763b27b7af.png,c98ed3e4-154a-47ba-85f2-8f763b27b7af.png,1.36,2026-05-24 10:03:48,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-177403753213368-1.log,Log-177403753213368-1.log,1.36,2026-03-20 22:26:22,104,🗑️ CACHE
"C:\Users\PROBOOK 650 G3\Musique\Nouveau dossier\Legends Never Die, League Of Legend Ft Agianst The Current.mp3","Legends Never Die, League Of Legend Ft Agianst The Current.mp3",1.36,2025-08-17 21:04:39,319,🎬 VIDEO/AUDIO
"C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\Legends Never Die, League Of Legend Ft Agianst The Current.mp3","Legends Never Die, League Of Legend Ft Agianst The Current.mp3",1.36,2025-08-17 21:04:39,319,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\c98ed3e4-154a-47ba-85f2-8f763b27b7af.png,c98ed3e4-154a-47ba-85f2-8f763b27b7af.png,1.36,2026-05-24 10:03:48,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\d3de7eff-590b-4649-a899-e8e27d919471.png,d3de7eff-590b-4649-a899-e8e27d919471.png,1.34,2026-05-24 10:01:55,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Musique\Nouveau dossier\SEBASTIAN PAUL - INDULGE Official Music Video.mp3,SEBASTIAN PAUL - INDULGE Official Music Video.mp3,1.34,2025-08-02 15:15:32,335,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\SEBASTIAN PAUL - INDULGE Official Music Video.mp3,SEBASTIAN PAUL - INDULGE Official Music Video.mp3,1.34,2025-08-02 15:15:32,335,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch-2.11.0.dist-info\RECORD,RECORD,1.34,2026-04-17 11:18:09,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\d3de7eff-590b-4649-a899-e8e27d919471.png,d3de7eff-590b-4649-a899-e8e27d919471.png,1.34,2026-05-24 10:01:55,40,🖼️ IMAGE
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 12 juin 2026, 00_48_00.png","ChatGPT Image 12 juin 2026, 00_48_00.png",1.33,2026-06-12 00:48:01,21,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Musique\Nouveau dossier\Naruto 「AMV」- Legends Never Die  HD.mp3,Naruto 「AMV」- Legends Never Die  HD.mp3,1.33,2025-08-17 21:05:53,319,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\Naruto 「AMV」- Legends Never Die  HD.mp3,Naruto 「AMV」- Legends Never Die  HD.mp3,1.33,2025-08-17 21:05:53,319,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\special\_ufuncs.cp314-win_amd64.pyd,_ufuncs.cp314-win_amd64.pyd,1.33,2026-04-17 11:14:08,77,📂 AUTRE
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 12 juin 2026, 00_48_00.png","ChatGPT Image 12 juin 2026, 00_48_00.png",1.33,2026-06-12 00:48:01,21,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\spatial\_distance_pybind.cp314-win_amd64.pyd,_distance_pybind.cp314-win_amd64.pyd,1.32,2026-04-17 11:14:06,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\testing\_internal\common_methods_invocations.py,common_methods_invocations.py,1.32,2026-04-17 11:16:20,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\294405867-Cou  rs-N-2-p  pt_watermark.pdf,294405867-Cou  rs-N-2-p  pt_watermark.pdf,1.31,2025-11-13 17:11:40,231,📄 DOCUMENT
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 15 juin 2026, 02_55_12.png","ChatGPT Image 15 juin 2026, 02_55_12.png",1.31,2026-06-15 02:55:13,18,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\294405867-Cou  rs-N-2-p  pt_watermark.pdf,294405867-Cou  rs-N-2-p  pt_watermark.pdf,1.31,2025-11-13 17:11:40,231,📄 DOCUMENT
"C:\Users\PROBOOK 650 G3\Downloads\ChatGPT Image 15 juin 2026, 02_55_12.png","ChatGPT Image 15 juin 2026, 02_55_12.png",1.31,2026-06-15 02:55:13,18,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\Downloads\RM800.pdf,RM800.pdf,1.3,2026-05-12 00:49:02,52,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Musique\Nouveau dossier\HALL OF THE MOUNTAIN KING OFFICIAL TRAP REMIX.mp3,HALL OF THE MOUNTAIN KING OFFICIAL TRAP REMIX.mp3,1.3,2025-08-02 15:22:37,335,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\HALL OF THE MOUNTAIN KING OFFICIAL TRAP REMIX.mp3,HALL OF THE MOUNTAIN KING OFFICIAL TRAP REMIX.mp3,1.3,2025-08-02 15:22:37,335,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\RM800.pdf,RM800.pdf,1.3,2026-05-12 00:49:02,52,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\js\course_v3.1a915.js,course_v3.1a915.js,1.29,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\js\course_v3.1a915.js,course_v3.1a915.js,1.29,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-1776945591119168-1.log,Log-1776945591119168-1.log,1.27,2026-04-23 13:05:47,71,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Musique\Black Sherif - The Homeless Song [Official Visualiser].mp3,Black Sherif - The Homeless Song [Official Visualiser].mp3,1.26,2024-11-18 20:09:18,591,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Black Sherif - The Homeless Song [Official Visualiser].mp3,Black Sherif - The Homeless Song [Official Visualiser].mp3,1.26,2024-11-18 20:09:18,591,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\sklearn\_loss\_loss.cp314-win_amd64.pyd,_loss.cp314-win_amd64.pyd,1.26,2026-04-17 11:18:10,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-1781513734118384-1.log,Log-1781513734118384-1.log,1.25,2026-06-16 00:18:13,17,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\lib\fmt.lib,fmt.lib,1.25,2026-04-17 11:16:15,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Musique\Nouveau dossier\Imagine Dragons x JID - Enemy from the series Arcane League of Legends.mp3,Imagine Dragons x JID - Enemy from the series Arcane League of Legends.mp3,1.24,2025-08-02 15:17:18,335,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\OneDrive\Musique\Nouveau dossier\Imagine Dragons x JID - Enemy from the series Arcane League of Legends.mp3,Imagine Dragons x JID - Enemy from the series Arcane League of Legends.mp3,1.24,2025-08-02 15:17:18,335,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Codex Installer.exe,Codex Installer.exe,1.23,2026-06-05 00:46:32,28,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\Downloads\Codex Installer.exe,Codex Installer.exe,1.23,2026-06-05 00:46:32,28,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\Downloads\a59e59fa-143b-4bff-867e-350a49810305.png,a59e59fa-143b-4bff-867e-350a49810305.png,1.22,2026-05-24 10:01:51,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-1772410049114200-1.log,Log-1772410049114200-1.log,1.22,2026-03-02 04:16:21,123,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\optimize\_highspy\_highs_options.cp314-win_amd64.pyd,_highs_options.cp314-win_amd64.pyd,1.22,2026-04-17 11:14:01,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\a59e59fa-143b-4bff-867e-350a49810305.png,a59e59fa-143b-4bff-867e-350a49810305.png,1.22,2026-05-24 10:01:51,40,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\special\tests\data\boost.npz,boost.npz,1.21,2026-04-17 11:14:09,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\stats\_unuran\unuran_wrapper.cp314-win_amd64.pyd,unuran_wrapper.cp314-win_amd64.pyd,1.21,2026-04-17 11:14:10,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M1-01 Create and Manage Layers\Design.dwg,Design.dwg,1.2,2023-06-12 17:57:04,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M1-01 Create and Manage Layers\Design.dwg,Design.dwg,1.2,2023-06-12 17:57:04,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\_VF.pyi,_VF.pyi,1.19,2026-04-17 11:15:30,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\_C\_VariableFunctions.pyi,_VariableFunctions.pyi,1.19,2026-04-17 11:15:31,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Desktop\~WRL3686.tmp,~WRL3686.tmp,1.18,2026-01-05 23:11:33,178,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Desktop\~WRL3686.tmp,~WRL3686.tmp,1.18,2026-01-05 23:11:33,178,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-177403759615096-1.log,Log-177403759615096-1.log,1.15,2026-03-20 22:46:49,104,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1747821097_1_14008.log,Log_ul-1747821097_1_14008.log,1.13,2025-05-22 10:25:59,407,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1763612213_1_17796.log,Log_ul-1763612213_1_17796.log,1.13,2025-11-20 18:15:05,224,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Downloads\RemoteMouse.exe,RemoteMouse.exe,1.12,2025-12-25 01:32:52,190,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\Downloads\RemoteMouse.exe,RemoteMouse.exe,1.12,2025-12-25 01:32:52,190,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-02 Plot and Publish drawing output\E-200_Electrical.dwg,E-200_Electrical.dwg,1.11,2023-06-12 17:57:04,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1774091036_1_8000.log,Log_ul-1774091036_1_8000.log,1.11,2026-03-21 16:51:20,103,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\interpolate\_rbfinterp_pythran.cp314-win_amd64.pyd,_rbfinterp_pythran.cp314-win_amd64.pyd,1.11,2026-04-17 11:13:42,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M4-02 Plot and Publish drawing output\E-200_Electrical.dwg,E-200_Electrical.dwg,1.11,2023-06-12 17:57:04,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M1-05 Maintain and manage drawing health\Proposed_Elevations_Final.dwg,Proposed_Elevations_Final.dwg,1.1,2023-06-12 17:57:04,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-1773952336114240-1.log,Log-1773952336114240-1.log,1.1,2026-03-19 21:40:38,105,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M1-05 Maintain and manage drawing health\Proposed_Elevations_Final.dwg,Proposed_Elevations_Final.dwg,1.1,2023-06-12 17:57:04,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Desktop\AUTOCAAD\Plan-Appartement.dwg,Plan-Appartement.dwg,1.09,2024-08-31 17:34:20,670,📂 AUTRE
C:\Users\PROBOOK 650 G3\Desktop\AUTOCAAD\Plan-Appartement.dwg,Plan-Appartement.dwg,1.09,2024-08-31 17:34:20,670,📂 AUTRE
C:\Users\PROBOOK 650 G3\Desktop\AUTOCAAD\Plan-Appartement_recover.dwg,Plan-Appartement_recover.dwg,1.08,2026-06-09 01:33:09,24,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\8-demande-de-renseignements-et-de-prix-pour-la-passation-des-marches-de-travaux-version-mars-2022-armp.doc,8-demande-de-renseignements-et-de-prix-pour-la-passation-des-marches-de-travaux-version-mars-2022-armp.doc,1.08,2026-06-10 13:09:46,23,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\Exercices-corrigées-construction-metallique.pdf,Exercices-corrigées-construction-metallique.pdf,1.08,2026-05-25 12:13:13,39,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\8-demande-de-renseignements-et-de-prix-pour-la-passation-des-marches-de-travaux-version-mars-2022-armp.doc,8-demande-de-renseignements-et-de-prix-pour-la-passation-des-marches-de-travaux-version-mars-2022-armp.doc,1.08,2026-06-10 13:09:46,23,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\Exercices-corrigées-construction-metallique.pdf,Exercices-corrigées-construction-metallique.pdf,1.08,2026-05-25 12:13:13,39,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Desktop\AUTOCAAD\Plan-Appartement_recover.dwg,Plan-Appartement_recover.dwg,1.08,2026-06-09 01:33:09,24,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1772120553_1_19440.log,Log_ul-1772120553_1_19440.log,1.07,2026-02-27 04:01:49,126,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-177404426613400-1.log,Log-177404426613400-1.log,1.06,2026-03-20 23:08:39,104,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\stats\_stats_pythran.cp314-win_amd64.pyd,_stats_pythran.cp314-win_amd64.pyd,1.06,2026-04-17 11:14:10,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Zotero\zotero.sqlite,zotero.sqlite,1.06,2026-06-04 22:00:58,28,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\C19B0159800001000\DATA.BIN,DATA.BIN,1.05,2025-09-07 23:08:55,298,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\PC600159800001000\DATA.BIN,DATA.BIN,1.05,2025-03-24 19:16:49,465,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1764753617_1_44416.log,Log_ul-1764753617_1_44416.log,1.05,2025-12-04 01:51:24,211,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\fft\_pocketfft\pypocketfft.cp314-win_amd64.pyd,pypocketfft.cp314-win_amd64.pyd,1.05,2026-04-17 11:13:41,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\C19B0159800001000\DATA.BIN,DATA.BIN,1.05,2025-09-07 23:08:55,298,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\PC600159800001000\DATA.BIN,DATA.BIN,1.05,2025-03-24 19:16:49,465,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\torch\lib\c10.dll,c10.dll,1.04,2026-04-17 11:16:15,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\Matériaux de construction Chapitre_3.pdf,Matériaux de construction Chapitre_3.pdf,1.01,2025-10-22 00:31:44,254,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\rdm6\rdmoss6.exe,rdmoss6.exe,1.01,2018-11-25 20:25:50,2776,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\linalg\_batched_linalg.cp314-win_amd64.pyd,_batched_linalg.cp314-win_amd64.pyd,1.01,2026-04-17 11:13:44,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\linalg\_linalg_pythran.cp314-win_amd64.pyd,_linalg_pythran.cp314-win_amd64.pyd,1.01,2026-04-17 11:13:45,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\rdm6\rdmoss6.exe,rdmoss6.exe,1.01,2018-11-25 20:25:50,2776,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\Documents\Matériaux de construction Chapitre_3.pdf,Matériaux de construction Chapitre_3.pdf,1.01,2025-10-22 00:31:44,254,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\NTUSER.DAT{1c2b59c5-c5f5-11eb-bacb-000d3a96488e}.TxR.0.regtrans-ms,NTUSER.DAT{1c2b59c5-c5f5-11eb-bacb-000d3a96488e}.TxR.0.regtrans-ms,1.0,2026-07-03 15:29:10,0,📂 AUTRE
C:\Users\PROBOOK 650 G3\NTUSER.DAT{1c2b59c5-c5f5-11eb-bacb-000d3a96488e}.TxR.1.regtrans-ms,NTUSER.DAT{1c2b59c5-c5f5-11eb-bacb-000d3a96488e}.TxR.1.regtrans-ms,1.0,2026-07-02 22:52:50,0,📂 AUTRE
C:\Users\PROBOOK 650 G3\NTUSER.DAT{1c2b59c5-c5f5-11eb-bacb-000d3a96488e}.TxR.2.regtrans-ms,NTUSER.DAT{1c2b59c5-c5f5-11eb-bacb-000d3a96488e}.TxR.2.regtrans-ms,1.0,2026-07-02 22:52:50,0,📂 AUTRE
C:\Users\PROBOOK 650 G3\iona\chroma_db\chroma.sqlite3,chroma.sqlite3,1.0,2026-06-30 12:01:59,3,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\rdm6\rdmmef6.exe,rdmmef6.exe,0.99,2018-11-25 20:26:20,2776,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\optimize\_group_columns.cp314-win_amd64.pyd,_group_columns.cp314-win_amd64.pyd,0.99,2026-04-17 11:13:52,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\rdm6\rdmmef6.exe,rdmmef6.exe,0.99,2018-11-25 20:26:20,2776,📦 INSTALLATEUR
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M1-01 Create and Manage Layers\Grading-Sheet.dwg,Grading-Sheet.dwg,0.97,2023-06-12 17:57:03,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-1771186958129608-1.log,Log-1771186958129608-1.log,0.97,2026-02-15 21:29:12,137,🗑️ CACHE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-1771844486114156-1.log,Log-1771844486114156-1.log,0.97,2026-02-23 12:18:13,130,🗑️ CACHE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\interpolate\_dierckx.cp314-win_amd64.pyd,_dierckx.cp314-win_amd64.pyd,0.97,2026-04-17 11:13:42,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M1-01 Create and Manage Layers\Grading-Sheet.dwg,Grading-Sheet.dwg,0.97,2023-06-12 17:57:03,1116,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\ULES00945000\DATA.BIN,DATA.BIN,0.96,2025-04-24 15:18:01,435,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\chromadb-1.5.8.dist-info\sboms\chromadb_rust_bindings.cyclonedx.json,chromadb_rust_bindings.cyclonedx.json,0.96,2026-04-17 11:23:00,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\rag-local\Lib\site-packages\scipy\signal\_max_len_seq_inner.cp314-win_amd64.pyd,_max_len_seq_inner.cp314-win_amd64.pyd,0.96,2026-04-17 11:14:02,77,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\ULES00945000\DATA.BIN,DATA.BIN,0.96,2025-04-24 15:18:01,435,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-17792659351109492-1.log,Log-17792659351109492-1.log,0.95,2026-05-21 18:51:57,42,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\C19B0159806001000\DATA.BIN,DATA.BIN,0.94,2025-09-07 22:31:57,298,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\tex-chtml.68567bf1407049476d39.js,tex-chtml.68567bf1407049476d39.js,0.94,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\tex-mml-chtml.68fd79e30f7478591fe9.js,tex-mml-chtml.68fd79e30f7478591fe9.js,0.94,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\tex-chtml.68567bf1407049476d39.js,tex-chtml.68567bf1407049476d39.js,0.94,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Downloads\3.11-fall-1999\static_shared\mathjax\tex-mml-chtml.68fd79e30f7478591fe9.js,tex-mml-chtml.68fd79e30f7478591fe9.js,0.94,2026-05-21 22:51:40,42,📂 AUTRE
C:\Users\PROBOOK 650 G3\Documents\PPSSPP\PSP\SAVEDATA\C19B0159806001000\DATA.BIN,DATA.BIN,0.94,2025-09-07 22:31:57,298,📂 AUTRE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\FastLogger\Log-177409186315188-1.log,Log-177409186315188-1.log,0.93,2026-03-21 12:41:45,104,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Downloads\Nouveau dossier (2)\CamScanner 18-01-2026 07.51_5.jpg,CamScanner 18-01-2026 07.51_5.jpg,0.91,2026-01-18 07:58:36,166,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1747739200_1_13476.log,Log_ul-1747739200_1_13476.log,0.91,2025-05-20 15:32:28,409,🗑️ CACHE
C:\Users\PROBOOK 650 G3\Downloads\Nouveau dossier (2)\CamScanner 18-01-2026 07.51_5.jpg,CamScanner 18-01-2026 07.51_5.jpg,0.91,2026-01-18 07:58:36,166,🖼️ IMAGE
C:\Users\PROBOOK 650 G3\RAPPORT DE CONTROLE DU bureau.pdf,RAPPORT DE CONTROLE DU bureau.pdf,0.9,2025-11-26 14:50:46,219,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\ACADCP24_Course_Dataset\M5-01 Provide design feedback\Practice Exercise\AS-231-Concrete-Sidewalk.pdf,AS-231-Concrete-Sidewalk.pdf,0.9,2023-06-12 18:06:43,1116,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\GRAPHISOFT\ARCHICAD Dossier journal\Archicad 28.0.0 FRA R1\UsageLogger\Log_ul-1763589567_1_26304.log,Log_ul-1763589567_1_26304.log,0.9,2025-11-20 02:28:12,225,🗑️ CACHE
